Action,PartNumber,Name,Description,IsActive,ItemStatus,SalesUnit,Authorization,PriceGroup,PLCM,Category,SF_Id
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-8-4X4-M6M8,DS-LEDUNV-8-4X4-M6M8,"Universal wall mount, 8' Wide, 4x4 Configuration with M6 and M8 Mounting Hardware",False,Inactive,EA,False,DVLED,,LED,01t8V000005wZX8QAM
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-A27-4X4,DS-LEDUNV-A27-4X4,4x4 Kitted Universal Wall Mount for Absen Acclaim,False,Inactive,EA,False,DVLED,,LED,01tPW000000ljXyYAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-AKL-9X8,DS-LEDUNV-AKL-9X8,9x8 Kitted Universal Wall Mount for Absen KL2.5,False,Inactive,EA,False,DVLED,,LED,01tPW0000011nEDYAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-BHCH-3X3,DS-LEDUNV-BHCH-3X3,3x3 Kitted Universal Wall Mount for Sony ZRD BH and CH Series Display,False,Inactive,EA,False,DVLED,,LED,01tPW0000030D6rYAE
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-IWP-4X8,DS-LEDUNV-IWP-4X8,4x8 Kitted Universal Wall Mount for Infiled WP,False,Inactive,EA,False,DVLED,,LED,01tPW000002l5mIYAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-IWP-5X3,DS-LEDUNV-IWP-5X3,5X4 Fixed Wall Mount for InfiLED WP,False,Inactive,EA,False,DVLED,,LED,01tPW000002l1ynYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-IWP-5X4,DS-LEDUNV-IWP-5X4,5X4 Fixed Wall Mount for InfiLED WP,False,Inactive,EA,False,DVLED,,LED,01t8V000008XL7FQAW
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-IWT-5X5,DS-LEDUNV-IWT-5X5,5X5 Flat Wall Mount for InfiLED WT,False,Inactive,EA,False,DVLED,,LED,01tPW000000o1ovYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LMA-7X5,DS-LEDUNV-LMA-7X5,7x5 Kitted Universal Wall Mount for Linsn MA640,False,Inactive,EA,False,DVLED,,LED,01tPW000001OXQTYA4
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSBB-4X4,DS-LEDUNV-LSBB-4X4,4x4 Kitted Universal Wall Mount for LG LSBB,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANprwQAD
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSBB-4X6,DS-LEDUNV-LSBB-4X6,4x6 Kitted Universal Wall Mount for LG LSBB,False,Inactive,EA,False,DVLED,,LED,01t8V000005wbMtQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSBB-7X7,DS-LEDUNV-LSBB-7X7,7x7 Kitted Universal Wall Mount for LG LSBB,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANtDHQA1
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSBB-8X4,DS-LEDUNV-LSBB-8X4,8x4 Kitted Universal Wall Mount for LG LSBB,False,Inactive,EA,False,DVLED,,LED,01tPW000001pKSLYA2
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSBB-8X8,DS-LEDUNV-LSBB-8X8,8x8 Fixed Wall Mount for LG LSBB,False,Inactive,EA,False,DVLED,,LED,01t8V000006V9jSQAS
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSCB-10X5,DS-LEDUNV-LSCB-10X5,10x5 Kitted Universal Wall Mount for LG LSCB,False,Inactive,EA,False,DVLED,,LED,01tPW000002l08IYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSCB-4X4,DS-LEDUNV-LSCB-4X4,4x4 Kitted Universal Wall Mount for LG LSCB,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANtO0QAL
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSCB-5X5/P,DS-LEDUNV-LSCB-5X5/P,5X5 Kitted Universal Wall Mount for LG LSCB - Portrait,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANq45QAD
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSCB-6X6,DS-LEDUNV-LSCB-6X6,6x6 Kitted Universal Wall Mount for LG LSCB,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANoxPQAT
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-LSCB-8X4,DS-LEDUNV-LSCB-8X4,8x4 Kitted Universal Wall Mount for LG LSCB,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANtNgQAL
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-N169S-8X8,DS-LEDUNV-N169S-8X8,8x8 Kitted Universal Wall Mount for Linsn N169S,False,Inactive,EA,False,DVLED,,LED,01tPW000002708cYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-NECE-4X4,DS-LEDUNV-NECE-4X4,4x4 Kitted Universal Wall Mount for NEC E Series Display,False,Inactive,EA,False,DVLED,,LED,01t8V000005wbnhQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-NECE-5X5,DS-LEDUNV-NECE-5X5,5x5 Kitted Universal Wall Mount for NEC E Series Display,False,Inactive,EA,False,DVLED,,LED,01t8V00000ANnEJQA1
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-UPLII-8X8,DS-LEDUNV-UPLII-8X8,8x8 Fixed Wall Mount for Unilumin Upanel II,False,Inactive,EA,False,DVLED,,LED,01t8V000006V6c4QAC
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDUNV-UPS-5X5,DS-LEDUNV-UPS-5X5,5x5 Kitted Universal Wall Mount for Unilumin UPanelS,False,Inactive,EA,False,DVLED,,LED,01t8V000005wbZNQAY
INSERT,DS-LEDUNV-USLIM-2X3-47268,DS-LEDUNV-USLIM-2X3-47268,2x3 Kitted Universal Wall Mount for Unilumin USlim II (500x500 / 500x1000),False,Inactive,EA,False,DVLED,,LED,
INSERT,DS-LEDUNV-USLIM-3X3-47268,DS-LEDUNV-USLIM-3X3-47268,3x3 Kitted Universal Wall Mount for Unilumin USlim II (500x500 / 500x1000),False,Inactive,EA,False,DVLED,,LED,
INSERT,DS-LEDUNVUSLIMII-47268,DS-LEDUNVUSLIMII-47268,3x3 Kitted Universal Wall Mount for Unilumin USlim II (500x500 / 500x1000),True,Active,EA,False,DVLED,Active,LED,
INSERT,DS-LEDUNV-USLIMII-47268,DS-LEDUNV-USLIMII-47268,2x3 Kitted Universal Wall Mount for Unilumin USlim II (500x500 / 500x1000),False,Inactive,EA,False,DVLED,,LED,
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-10X10,DS-LEDUPS-10X10,10x10 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V000008YrIfQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-12X10,DS-LEDUPS-12X10,12x10 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V000008YrIgQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-12X3,DS-LEDUPS-12X3,12x3 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V000006V47cQAC
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-19X6,DS-LEDUPS-19X6,19x6 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V0000095gybQAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-4X2,DS-LEDUPS-4X2,4x2 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V0000095h5lQAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-5X6,DS-LEDUPS-5X6,5x6 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V000006VBOrQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDUPS-6X3,DS-LEDUPS-6X3,6x3 Fixed Wall Mount for Unilumin UpanelS,True,Active,EA,False,DVLED,Active,LED,01t8V000006VAf4QAG
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDZRD-10X7,DS-LEDZRD-10X7,10x7 Fixed Wall Mount for Sony ZRD B and C Series Display,False,Inactive,EA,False,DVLED,Use Up,LED,01t8V000008Z9ULQA0
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",DS-LEDZRD-13X13,DS-LEDZRD-13X13,13x13 Fixed Wall Mount for Sony ZRD B and C Series Display,False,Inactive,EA,False,DVLED,Use Up,LED,01t8V000008Yn4OQAS
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-MBZ642L-TDL,DS-MBZ642L-TDL,"SmartMount® Digital MB Mount for 40"" to 42"" Displays - with M8x30 - Landscape",True,Active,EA,False,DS,Use Up,MOUNT,01t8V0000095fYUQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",DS-MBZ647L-TDL,DS-MBZ647L-TDL,"SmartMount®  Menu Board Mount for 46"" - 65"" Displays - Landscape",True,Active,EA,False,DS,Use Up,MOUNT,01t8V0000095fYPQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",ESF675,ESF675,Outdoor Landscape / Portrait Mount for the XHB754,True,Active,EA,False,CORE,Active,MOUNT,01t8V000008YwAAQA0
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",FE01-C,FE01-C,"Fan-based Outdoor Media Player Enclosure for Coates, Gen1",True,Active,EA,False,ET DD,Active,TV,01t8V0000095g0uQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",HPF675,HPF675,"LARGE  PULLOUT PIVOT MNT, BLK",True,Active,EA,True,HOSP,Active,MOUNT,01t8V000008Z8EGQA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-10015458,KIT-10015458,"DS-LEDUNV Template for Absen Acclaim Plus/Pro, Barco XT, Maxhub M27, Sony BH/CH, Unilumin UpanelS, Unilumin Upanel II",False,Inactive,EA,False,DVLED,,LED,01t8V000005wblgQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-10015946,KIT-10015946,"DS-LEDUNV Template for InfiLED WP/WT, LG LSBB / LSCB, Sharp NEC E",False,Inactive,EA,False,DVLED,,LED,01t8V000005wbllQAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-30MM-EXTNB,KIT-30MM-EXTNB,CONNECTOR NUT BAR FOR 30MM EXTRUSION,True,Active,EA,False,DVLED,,,01tPW000002mHztYAE
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-30MM-EXTR-CONN,KIT-30MM-EXTR-CONN,CONNECTOR BARS FOR 30MM EXTRUSION,False,Inactive,EA,False,DVLED,,,01t8V000008XMLsQAO
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-ANCHOR,KIT-UNVLED-ANCHOR,Z-ANCHOR KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLnQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-LATCH,KIT-UNVLED-LATCH,UNIVERSAL LED CLAMP,True,No Purchases,EA,False,DVLED,,,01t8V000008XLJGQA4
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-M10,KIT-UNVLED-M10,M10X1.5X16MM SCREW KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLtQAO
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-M5-WR,KIT-UNVLED-M5-WR,Kit for Universal LED M5 Screws and Wrenches,False,Inactive,EA,False,DVLED,,,01t8V00000ANpHOQA1
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-M6,KIT-UNVLED-M6,M6 SCREW & SPACER KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLuQAO
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-M8,KIT-UNVLED-M8,M8 SCREW & SPACER KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLdQAO
INSERT,KIT-UNVLED-SCR-1IN-WOOD,KIT-UNVLED-SCR-1IN-WOOD,"#14-10X1"" WOOD SCREW KIT UNIVERSAL LED",True,No Purchases,EA,False,DVLED,,,
INSERT,KIT-UNVLED-SCR-M5-LVL,KIT-UNVLED-SCR-M5-LVL,M5X0.8X10MM LEVELING SCREW KIT UNIVERSAL LED,True,No Purchases,EA,False,DVLED,,,
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-SCR-WD,KIT-UNVLED-SCR-WD,Kit for Universal LED Wall Screws,False,Inactive,EA,False,DVLED,,,01t8V00000ANpHTQA1
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-SHIM,KIT-UNVLED-SHIM,SHIM KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLxQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",KIT-UNVLED-SPACER,KIT-UNVLED-SPACER,SPACER KIT FOR UNIVERSAL LED,True,No Request,EA,False,DVLED,Use Up,LED,01tPW000002mI1VYAU
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-STANDOFF,KIT-UNVLED-STANDOFF,STANDOFF KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLgQAO
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-WALLPLATE,KIT-UNVLED-WALLPLATE,WALL PLATE KIT UNIVERSAL LED,False,Inactive,EA,False,DVLED,,,01t8V000008XMLiQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIT-UNVLED-WRENCH,KIT-UNVLED-WRENCH,WRENCH KIT UNIVERSAL LED,True,No Purchases,EA,False,DVLED,,,01t8V000008XMLhQAO
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KOF-OPT-LG,KOF-OPT-LG,LG 55XE4F Display Mounting /Airflow Kit for KOF555-1/2/3,True,Active,EA,False,KIOSK,Active,KIOSK,01t8V000008XMvxQAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KOF-OPT-SAM,KOF-OPT-SAM,Samsung OH55 Display Mounting /Airflow Kit for KOF555-1/2/3,True,Active,EA,False,KIOSK,Active,KIOSK,01t8V000008XMvsQAG
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB,KOP55XHB,"Black 55"" Outdoor Smart City Kiosk w/ XHB5541",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V0000095r4AQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB2,KOP55XHB2,"Black Dual-Sided 55"" Outdoor Smart City Kiosk w/(2)XHB5541",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V000008YpjxQAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB2-A,KOP55XHB2-A,"Black Dual-Sided 55"" Outdoor Smart City Kiosk w/(2)XHB5541 + audio",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V000008YpjsQAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB2-S,KOP55XHB2-S,"Silver Dual-Sided 55"" Outdoor Smart City Kiosk w/(2)XHB5541",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V000008Ypk2QAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB2-SA,KOP55XHB2-SA,"Silver Dual-Sided 55"" Outdoor Smart City Kiosk w/(2)XHB5541 + audio",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V000008Ypk3QAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB-A,KOP55XHB-A,"Black 55"" Outdoor Smart City Kiosk w/ XHB5541 + audio",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V0000095r45QAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB-S,KOP55XHB-S,"Silver 55"" Outdoor Smart City Kiosk w/ XHB5541",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V0000095r4BQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KOP55XHB-SA,KOP55XHB-SA,"Silver 55"" Outdoor Smart City Kiosk w/ XHB5541 + audio",True,Active,EA,True,KIOSK,Active,KIOSK,01t8V0000095r40QAA
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT553-B,NT553-B,"55"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjNSQAY
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT553-R,NT553-R,"55"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjNIQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",NT554,NT554,"55"" 1500 Nits Full Sun,  Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,True,NEPTUNE,Active,TV,01tPW000001OcDFYA0
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT653-B,NT653-B,"65"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjN8QAI
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT653-R,NT653-R,"65"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjNXQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",NT654,NT654,"65"" 1500 Nits Full Sun,  Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,True,NEPTUNE,Active,TV,01tPW000001OcDGYA0
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT753-B,NT753-B,"75"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjNcQAI
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",NT753-R,NT753-R,"75"" 500 Nits Partial Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE,,TV,01t8V000006cjNmQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",ODTV5504,ODTV5504,"55"" Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-OD,Active,TV,01tPW000001OcBdYAK
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",ODTV5504-B,ODTV5504-B,"55"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE-OD,,TV,01tPW000001ObykYAC
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",ODTV5504-R,ODTV5504-R,"55"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE-OD,,TV,01tPW000001Oa3PYAS
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",ODTV6504,ODTV6504,"65"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-OD,Active,TV,01tPW000001ObYwYAK
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",ODTV6504-B,ODTV6504-B,"65"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE-OD,,TV,01tPW000001OgdRYAS
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",ODTV6504-R,ODTV6504-R,"65"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE-OD,,TV,01tPW000001OggfYAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",PR565,PR565,"Paramount Universal Cart for 55-75"" Displays w/Shelf",True,Active,EA,True,CORE,Active,MOUNT,01tPW000001exnBYAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",SOTV5504,SOTV5504,"55"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-SO,Active,TV,01tPW000001OaD5YAK
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",SOTV6504,SOTV6504,"65"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-SO,Active,TV,01tPW000001OcBeYAK
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",SR860,SR860,"SmartMount®  Universal Cart For 43"" to 75""+ Displays",True,Active,EA,True,CORE,Active,MOUNT,01tPW000001sZwHYAU
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",SR898,SR898,"SmartMount®  Universal Cart For 55"" to 110""+ Displays",True,Active,EA,True,CORE,Active,MOUNT,01tPW000001sVr6YAE
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",STS650,STS650,"Universal Scissor Mount for 39-85""+ Displays",True,Active,EA,True,CORE,Active,MOUNT,01tPW0000014BHFYA2
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",SXN-55-4,SXN-55-4,"55"" NEPTUNE FULL SUN OUTDOOR SMART TV, W/MOUNT",True,Active,EA,False,NEPTUNE,Active,TV,01tPW000001OYj9YAG
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",WPTV554,WPTV554,"55"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-WP,Active,TV,01tPW000001OYjBYAW
